               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  12,            0.063519,            0.033188,             0.01638,             0.50563,              0.1546,           0.0085351,           0.0023356,            0.070836,              1.1362,            0.040698,           0.0098185,           0.0098185,           0.0098185
                  13,            0.061742,            0.031929,            0.012872,             0.34311,             0.36253,             0.27757,            0.092111,             0.05134,             0.24904,            0.004081,            0.009802,            0.009802,            0.009802
                  14,            0.062844,            0.031193,           0.0092275,             0.66314,             0.76981,             0.68583,             0.31189,            0.043014,              0.1219,           0.0029224,           0.0097855,           0.0097855,           0.0097855
                  15,            0.061723,            0.030835,            0.016761,             0.42775,               0.228,             0.23009,            0.091981,            0.048995,            0.046149,            0.017065,            0.009769,            0.009769,            0.009769
                  16,            0.056925,             0.03079,           0.0073046,             0.64218,             0.75063,             0.69953,             0.36269,             0.03383,            0.039904,           0.0043686,           0.0097525,           0.0097525,           0.0097525
                  17,            0.057084,            0.029101,           0.0051267,             0.76652,              0.8291,             0.82331,             0.38666,            0.031568,            0.024285,           0.0027451,            0.009736,            0.009736,            0.009736
                  18,            0.056273,            0.028025,           0.0052363,             0.68634,             0.82593,             0.84179,             0.39477,            0.031713,            0.020483,           0.0027374,           0.0097195,           0.0097195,           0.0097195
                  19,            0.056894,            0.027482,           0.0074612,             0.72363,             0.52241,             0.64293,             0.29751,            0.037382,            0.021489,           0.0087585,            0.009703,            0.009703,            0.009703
                  20,            0.053511,            0.027624,           0.0055076,             0.57793,             0.40031,             0.42764,                0.16,            0.042754,            0.026273,           0.0082001,           0.0096865,           0.0096865,           0.0096865
                  21,            0.050941,            0.026317,           0.0048552,             0.57715,             0.81261,             0.71537,             0.34326,            0.031388,            0.020458,            0.016992,             0.00967,             0.00967,             0.00967
                  22,            0.052922,            0.025975,           0.0044861,             0.85899,             0.83576,             0.90411,             0.43845,            0.027991,            0.018883,           0.0061035,           0.0096535,           0.0096535,           0.0096535
                  23,              0.0486,            0.025669,           0.0039229,             0.88764,             0.88224,             0.93572,              0.5304,            0.026323,            0.017491,           0.0023521,            0.009637,            0.009637,            0.009637
                  24,            0.046423,            0.025848,            0.003493,             0.71539,             0.74384,             0.80532,             0.44736,            0.029488,            0.018231,            0.010617,           0.0096205,           0.0096205,           0.0096205
                  25,            0.049841,            0.024539,            0.003478,             0.77963,             0.76918,             0.83099,             0.41244,            0.029489,            0.019044,           0.0075928,            0.009604,            0.009604,            0.009604
                  26,            0.048338,            0.025172,           0.0033359,             0.77023,             0.82838,             0.88347,             0.45581,             0.02777,            0.018553,           0.0044617,           0.0095875,           0.0095875,           0.0095875
                  27,            0.044624,            0.024951,           0.0036237,             0.92335,             0.89186,             0.95267,             0.53109,            0.026881,            0.017691,           0.0024017,            0.009571,            0.009571,            0.009571
                  28,            0.044213,            0.023668,           0.0031979,             0.95849,             0.89757,             0.97038,             0.54959,            0.026263,             0.01784,           0.0019249,           0.0095545,           0.0095545,           0.0095545
                  29,             0.04435,            0.023721,           0.0041077,             0.90035,             0.91053,             0.96709,             0.51762,            0.027555,            0.017899,           0.0030823,            0.009538,            0.009538,            0.009538
                  30,            0.045238,            0.022521,            0.003718,              0.9385,               0.926,             0.96833,             0.59842,            0.023804,            0.015894,          0.00081692,           0.0095215,           0.0095215,           0.0095215
                  31,            0.046095,            0.022884,             0.01874,             0.56978,             0.53595,             0.34201,             0.16693,            0.032876,            0.029092,            0.047876,            0.009505,            0.009505,            0.009505
                  32,            0.045904,            0.023477,            0.003694,             0.65913,              0.4349,             0.49304,             0.21146,            0.036601,            0.031873,            0.042969,           0.0094885,           0.0094885,           0.0094885
                  33,            0.042083,            0.021673,           0.0030091,              0.7541,             0.67407,             0.75038,             0.38581,            0.030103,            0.025846,           0.0090118,            0.009472,            0.009472,            0.009472
                  34,            0.044791,            0.022612,           0.0037548,             0.49144,             0.50184,             0.42765,             0.12862,            0.048861,            0.022531,            0.046704,           0.0094555,           0.0094555,           0.0094555
                  35,            0.043149,             0.02311,           0.0027585,             0.68578,             0.61438,             0.60666,             0.21007,            0.037822,            0.027821,           0.0065186,            0.009439,            0.009439,            0.009439
                  36,            0.042584,            0.022043,           0.0024963,             0.64298,              0.4888,             0.48667,             0.13264,            0.042628,            0.026335,            0.010236,           0.0094225,           0.0094225,           0.0094225
                  37,            0.043264,            0.021689,           0.0024889,             0.91284,             0.89582,             0.93829,             0.56302,             0.02503,            0.017404,           0.0014023,            0.009406,            0.009406,            0.009406
                  38,            0.042166,            0.021754,            0.002463,             0.91947,             0.89943,             0.92239,             0.37134,             0.03482,             0.01961,           0.0011288,           0.0093895,           0.0093895,           0.0093895
                  39,            0.040953,            0.021193,           0.0027066,             0.82505,             0.79422,               0.786,             0.26775,            0.035638,             0.02408,           0.0020187,            0.009373,            0.009373,            0.009373
                  40,            0.042191,            0.021706,           0.0030092,             0.98321,              0.9424,              0.9826,             0.59018,            0.024196,            0.014614,            0.001059,           0.0093565,           0.0093565,           0.0093565
                  41,             0.04116,             0.02143,           0.0029079,             0.98219,             0.95376,             0.97937,             0.70788,            0.019615,            0.013781,          0.00060167,             0.00934,             0.00934,             0.00934
                  42,            0.041068,            0.020263,           0.0024637,             0.97163,             0.94079,             0.98009,             0.70605,             0.01916,            0.013716,          0.00066319,           0.0093235,           0.0093235,           0.0093235
                  43,            0.038902,            0.020837,           0.0027299,             0.97636,              0.9482,             0.98106,             0.65796,            0.019986,            0.013987,          0.00071373,            0.009307,            0.009307,            0.009307
                  44,             0.04051,            0.020148,           0.0020499,               0.956,             0.91995,             0.96033,              0.4236,            0.029294,            0.016103,            0.000597,           0.0092905,           0.0092905,           0.0092905
                  45,            0.038833,            0.020562,           0.0034489,             0.95771,             0.88951,             0.95409,             0.54858,            0.024085,             0.01679,          0.00060482,            0.009274,            0.009274,            0.009274
                  46,            0.038079,            0.020134,           0.0019455,             0.98208,             0.93921,             0.97867,             0.67247,            0.019395,            0.013491,          0.00056009,           0.0092575,           0.0092575,           0.0092575
                  47,            0.038949,            0.019999,           0.0021431,             0.97545,             0.94593,             0.98409,             0.67915,            0.020498,            0.013759,          0.00073376,            0.009241,            0.009241,            0.009241
                  48,             0.03949,            0.020426,           0.0019461,             0.96143,             0.92005,             0.98091,             0.70158,            0.018137,            0.013406,           0.0025261,           0.0092245,           0.0092245,           0.0092245
                  49,            0.035824,            0.019719,           0.0017957,             0.93466,             0.88053,             0.94839,             0.56061,            0.025224,            0.017917,           0.0009201,            0.009208,            0.009208,            0.009208
                  50,            0.035203,            0.018603,            0.001783,             0.96591,             0.93597,             0.98191,             0.69893,            0.020091,            0.014184,          0.00062962,           0.0091915,           0.0091915,           0.0091915
                  51,            0.036954,            0.019546,           0.0018795,             0.98339,              0.9538,             0.99133,             0.74947,            0.017758,            0.012796,          0.00061245,            0.009175,            0.009175,            0.009175
                  52,            0.035449,            0.019389,           0.0022183,             0.95429,             0.89252,             0.96521,             0.64183,            0.022595,            0.016235,          0.00062866,           0.0091585,           0.0091585,           0.0091585
                  53,            0.037606,            0.019098,           0.0029535,             0.99195,             0.94856,             0.98498,             0.68205,            0.019221,            0.013147,          0.00066223,            0.009142,            0.009142,            0.009142
                  54,            0.037581,            0.019573,           0.0022943,              0.9748,             0.92513,             0.97868,              0.6808,            0.018941,             0.01367,           0.0011101,           0.0091255,           0.0091255,           0.0091255
                  55,            0.036572,            0.019384,           0.0019402,             0.98245,             0.94359,              0.9822,             0.73118,            0.017591,            0.012535,           0.0007328,            0.009109,            0.009109,            0.009109
                  56,            0.037232,            0.019007,           0.0017068,             0.97788,             0.94237,             0.98604,              0.6817,            0.021127,            0.014157,          0.00061855,           0.0090925,           0.0090925,           0.0090925
                  57,            0.037808,            0.019472,           0.0023731,             0.96902,             0.94333,             0.97977,             0.70945,            0.018699,            0.013911,           0.0010883,            0.009076,            0.009076,            0.009076
                  58,            0.038346,            0.019251,           0.0019025,             0.97544,             0.96045,             0.99082,             0.66865,            0.020152,            0.013616,          0.00050755,           0.0090595,           0.0090595,           0.0090595
                  59,            0.038669,            0.018434,           0.0021035,             0.98161,             0.95805,             0.98797,             0.71965,             0.01827,            0.012883,          0.00050297,            0.009043,            0.009043,            0.009043
                  60,             0.03896,            0.019405,           0.0025291,             0.96193,             0.92706,             0.97636,             0.70648,             0.01824,            0.013203,           0.0019432,           0.0090265,           0.0090265,           0.0090265
                  61,             0.03341,            0.018028,           0.0019551,             0.97131,             0.95929,             0.98737,             0.65969,            0.020458,            0.013427,          0.00071735,             0.00901,             0.00901,             0.00901
                  62,            0.036774,            0.018144,           0.0020067,             0.99092,             0.95867,             0.99168,             0.55986,            0.029802,             0.01476,          0.00057735,           0.0089935,           0.0089935,           0.0089935
                  63,            0.036271,            0.018361,            0.002175,             0.98505,             0.95614,             0.98634,             0.72995,            0.018419,             0.01248,          0.00089474,            0.008977,            0.008977,            0.008977
                  64,            0.034166,            0.016972,           0.0019954,             0.97359,             0.96651,             0.98761,             0.72445,            0.018931,            0.012905,          0.00098648,           0.0089605,           0.0089605,           0.0089605
                  65,             0.03641,            0.018171,           0.0021376,             0.94541,             0.94192,              0.9721,             0.54611,            0.027226,            0.030055,           0.0005805,            0.008944,            0.008944,            0.008944
                  66,            0.034841,            0.018477,           0.0018777,             0.98064,             0.95407,             0.98488,             0.75345,            0.016581,            0.012053,          0.00077763,           0.0089275,           0.0089275,           0.0089275
                  67,            0.035531,            0.017922,           0.0019509,             0.98346,             0.95762,             0.97978,             0.73392,            0.016919,            0.012155,          0.00046978,            0.008911,            0.008911,            0.008911
                  68,            0.036551,            0.018394,            0.002154,             0.98344,             0.94575,             0.98275,             0.71259,            0.018702,            0.013047,          0.00066299,           0.0088945,           0.0088945,           0.0088945
                  69,            0.034205,             0.01799,           0.0015389,             0.98681,              0.9516,             0.98396,             0.74197,             0.01801,             0.01302,          0.00040588,            0.008878,            0.008878,            0.008878
                  70,            0.036271,            0.017957,           0.0017797,             0.98907,             0.96676,              0.9891,             0.75005,            0.016516,            0.011969,          0.00049887,           0.0088615,           0.0088615,           0.0088615
                  71,            0.035311,            0.018747,           0.0015234,             0.98332,             0.96952,             0.99162,             0.73597,            0.020261,             0.01312,          0.00048952,            0.008845,            0.008845,            0.008845
                  72,            0.035695,            0.017753,           0.0013231,             0.98756,             0.96283,             0.98829,             0.67978,            0.022632,            0.013476,          0.00044441,           0.0088285,           0.0088285,           0.0088285
                  73,            0.036254,            0.017995,           0.0015354,              0.9885,             0.97084,             0.98969,             0.73719,            0.016496,            0.011912,           0.0004776,            0.008812,            0.008812,            0.008812
                  74,            0.034336,            0.016239,           0.0018212,             0.98487,             0.95099,             0.98818,             0.70489,            0.019171,            0.012602,          0.00043144,           0.0087955,           0.0087955,           0.0087955
                  75,            0.036113,            0.018638,           0.0017816,             0.98923,             0.97057,             0.99266,             0.75743,            0.016903,            0.011846,          0.00036941,            0.008779,            0.008779,            0.008779
                  76,            0.034961,            0.016975,           0.0015721,             0.98312,             0.97022,             0.98943,              0.7574,            0.016246,            0.011864,          0.00040636,           0.0087625,           0.0087625,           0.0087625
                  77,            0.036283,            0.017798,           0.0019772,              0.9807,             0.96334,              0.9873,             0.74505,            0.016654,            0.012226,          0.00043325,            0.008746,            0.008746,            0.008746
                  78,            0.034656,            0.016895,           0.0017616,             0.94716,             0.91737,             0.96877,             0.62333,             0.02254,            0.016649,          0.00077801,           0.0087295,           0.0087295,           0.0087295
                  79,            0.033282,            0.017947,           0.0013826,             0.99516,             0.97005,             0.98906,             0.71525,            0.019071,            0.012465,           0.0003334,            0.008713,            0.008713,            0.008713
                  80,            0.034325,            0.017127,           0.0018234,             0.98574,              0.9508,             0.98679,             0.71314,            0.017754,            0.013066,          0.00042009,           0.0086965,           0.0086965,           0.0086965
                  81,            0.034416,            0.017536,           0.0019678,             0.98758,             0.95867,             0.98853,             0.73624,             0.01763,            0.012156,          0.00052252,             0.00868,             0.00868,             0.00868
                  82,            0.034577,            0.017029,           0.0020231,             0.98574,             0.96895,             0.99315,             0.76813,             0.01607,            0.011757,          0.00040598,           0.0086635,           0.0086635,           0.0086635
                  83,            0.034259,            0.017289,           0.0015063,             0.99187,             0.97049,             0.99211,             0.71157,            0.019358,            0.012587,          0.00039606,            0.008647,            0.008647,            0.008647
                  84,            0.031488,            0.016681,           0.0014635,             0.98947,             0.96328,             0.98944,             0.77519,            0.015451,            0.011101,          0.00063992,           0.0086305,           0.0086305,           0.0086305
                  85,            0.034246,            0.017024,           0.0019411,             0.98902,             0.96004,             0.99241,             0.76249,            0.015603,            0.011718,          0.00050983,            0.008614,            0.008614,            0.008614
                  86,            0.034492,            0.017433,           0.0019605,             0.97633,             0.96444,             0.98882,             0.73693,            0.017432,            0.011842,           0.0010498,           0.0085975,           0.0085975,           0.0085975
                  87,             0.03495,            0.017395,           0.0020135,             0.98813,               0.964,             0.98921,             0.76369,            0.015893,            0.011695,          0.00049906,            0.008581,            0.008581,            0.008581
                  88,            0.033618,            0.016594,           0.0021888,              0.9906,              0.9655,             0.99256,               0.767,            0.017123,            0.011957,          0.00057564,           0.0085645,           0.0085645,           0.0085645
                  89,            0.033371,            0.016655,           0.0017552,             0.99314,              0.9747,              0.9943,             0.76977,              0.0157,            0.011662,          0.00041924,            0.008548,            0.008548,            0.008548
                  90,            0.034676,             0.01719,           0.0022871,             0.86639,             0.76304,             0.84472,             0.56645,            0.023841,            0.026927,           0.0030273,           0.0085315,           0.0085315,           0.0085315
                  91,            0.031036,            0.016917,           0.0016424,             0.95286,             0.89965,             0.97967,             0.68528,            0.018294,            0.012632,           0.0030045,            0.008515,            0.008515,            0.008515
                  92,             0.03113,             0.01715,           0.0013124,             0.99467,             0.97461,             0.99356,             0.76049,            0.015761,            0.011322,          0.00036087,           0.0084985,           0.0084985,           0.0084985
                  93,            0.033879,            0.017254,           0.0012792,             0.99279,             0.96817,             0.99332,             0.75261,            0.016003,            0.011616,          0.00041151,            0.008482,            0.008482,            0.008482
                  94,            0.033459,            0.017549,            0.001567,             0.99186,             0.95538,             0.98857,             0.76275,            0.016024,            0.011775,          0.00041561,           0.0084655,           0.0084655,           0.0084655
                  95,             0.03232,            0.016944,           0.0014604,             0.99343,             0.96762,             0.99286,             0.78771,            0.015882,            0.011436,          0.00045347,            0.008449,            0.008449,            0.008449
                  96,            0.031841,            0.016817,           0.0011935,             0.99481,             0.97672,             0.99368,             0.77108,            0.015943,            0.011437,          0.00041256,           0.0084325,           0.0084325,           0.0084325
                  97,            0.032614,            0.016339,           0.0012889,              0.9969,              0.9693,             0.99031,             0.74801,            0.017215,            0.011705,          0.00033655,            0.008416,            0.008416,            0.008416
                  98,            0.034404,            0.016587,           0.0017362,             0.99512,             0.97479,              0.9931,             0.74179,            0.016205,             0.01139,          0.00033836,           0.0083995,           0.0083995,           0.0083995
                  99,             0.03043,            0.016354,           0.0019624,             0.99613,             0.98013,             0.99386,             0.70622,            0.019694,            0.012326,           0.0003541,            0.008383,            0.008383,            0.008383
                 100,            0.033404,            0.016385,           0.0016535,             0.98446,             0.97585,             0.99392,             0.77208,            0.015729,            0.011451,          0.00049706,           0.0083665,           0.0083665,           0.0083665
                 101,            0.033873,            0.016757,           0.0013786,              0.9916,             0.96933,             0.99161,             0.77731,            0.015259,             0.01135,          0.00046072,             0.00835,             0.00835,             0.00835
                 102,            0.032702,            0.016543,           0.0012853,             0.98929,             0.97687,             0.99384,             0.65946,            0.021635,            0.012899,          0.00043926,           0.0083335,           0.0083335,           0.0083335
                 103,            0.033689,            0.016401,            0.001547,              0.9906,             0.97084,             0.98634,             0.74973,            0.016964,            0.011497,          0.00037613,            0.008317,            0.008317,            0.008317
                 104,            0.034016,            0.015885,           0.0016358,             0.99547,             0.97331,             0.99157,             0.77996,            0.015368,            0.010942,           0.0003993,           0.0083005,           0.0083005,           0.0083005
                 105,            0.033313,            0.016737,           0.0014281,             0.99492,             0.96408,             0.98528,             0.64857,              0.0211,            0.012668,          0.00035601,            0.008284,            0.008284,            0.008284
                 106,            0.031798,            0.016586,           0.0013343,             0.98945,             0.96463,             0.98837,             0.76462,            0.016713,            0.011551,          0.00048294,           0.0082675,           0.0082675,           0.0082675
                 107,            0.031412,            0.016457,           0.0021337,             0.98762,             0.96381,             0.99215,             0.76382,            0.015848,            0.011402,          0.00097198,            0.008251,            0.008251,            0.008251
                 108,            0.029485,            0.015968,           0.0022879,             0.99138,             0.96542,             0.99238,             0.78306,            0.015273,            0.011365,          0.00066528,           0.0082345,           0.0082345,           0.0082345
                 109,            0.032469,            0.016371,           0.0019686,             0.98056,             0.95734,             0.98683,             0.67301,            0.019098,            0.012999,          0.00059853,            0.008218,            0.008218,            0.008218
                 110,            0.031088,             0.01626,           0.0012186,             0.99067,              0.9607,             0.98911,              0.6799,            0.019433,            0.012656,          0.00043087,           0.0082015,           0.0082015,           0.0082015
                 111,            0.030475,            0.016557,           0.0015789,             0.99568,             0.96294,             0.98649,             0.77817,            0.015448,            0.011011,          0.00041637,            0.008185,            0.008185,            0.008185
                 112,            0.032607,            0.016525,           0.0014677,             0.99559,             0.97412,             0.98946,             0.78935,            0.014467,            0.010852,          0.00039024,           0.0081685,           0.0081685,           0.0081685
                 113,            0.032351,            0.016074,           0.0013977,             0.99544,             0.97074,             0.99068,             0.78833,            0.014864,            0.010939,          0.00034781,            0.008152,            0.008152,            0.008152
                 114,            0.031112,            0.016092,           0.0014729,             0.99677,             0.96287,              0.9873,             0.78346,             0.01666,            0.011172,          0.00046291,           0.0081355,           0.0081355,           0.0081355
                 115,            0.030919,            0.016176,           0.0011928,             0.98455,             0.96084,             0.98973,             0.74341,            0.016837,            0.012026,          0.00042849,            0.008119,            0.008119,            0.008119
                 116,            0.032079,             0.01566,            0.001753,             0.96218,             0.94932,             0.98374,             0.67327,            0.019891,            0.013916,           0.0013706,           0.0081025,           0.0081025,           0.0081025
                 117,            0.031726,            0.015983,           0.0022509,             0.98988,             0.97346,             0.99289,             0.78639,            0.014926,            0.011331,          0.00054035,            0.008086,            0.008086,            0.008086
                 118,            0.031495,            0.016136,           0.0024487,             0.99453,             0.95632,              0.9851,             0.75147,            0.016634,            0.011767,          0.00034456,           0.0080695,           0.0080695,           0.0080695
                 119,            0.032495,            0.016521,           0.0019042,             0.99552,             0.97141,             0.99147,             0.76517,            0.015026,            0.010865,          0.00028534,            0.008053,            0.008053,            0.008053
                 120,            0.031507,            0.016926,           0.0014755,             0.98851,             0.96523,             0.99076,             0.78077,            0.015359,            0.010988,          0.00064487,           0.0080365,           0.0080365,           0.0080365
                 121,            0.031405,            0.015883,           0.0016912,             0.99607,              0.9613,             0.98695,             0.78283,            0.014911,            0.010966,          0.00037947,             0.00802,             0.00802,             0.00802
                 122,            0.031968,            0.016408,           0.0011918,             0.99901,             0.97456,              0.9931,             0.76974,            0.016523,            0.011258,          0.00032234,           0.0080035,           0.0080035,           0.0080035
                 123,            0.030973,            0.015694,           0.0011371,             0.99518,             0.96678,             0.98976,             0.79137,            0.015054,            0.010807,           0.0004611,            0.007987,            0.007987,            0.007987
                 124,            0.031671,            0.016009,            0.001381,             0.99573,             0.97197,             0.98911,             0.77343,            0.016115,            0.010965,           0.0003583,           0.0079705,           0.0079705,           0.0079705
                 125,            0.032902,            0.015351,           0.0011643,             0.99523,             0.97685,             0.99357,             0.77026,            0.015781,            0.010828,          0.00033393,            0.007954,            0.007954,            0.007954
                 126,            0.031207,            0.015351,          0.00095723,             0.99189,             0.98536,             0.99467,              0.7654,            0.016003,            0.011153,           0.0003252,           0.0079375,           0.0079375,           0.0079375
                 127,            0.030035,            0.015976,              0.0013,             0.98616,             0.98258,             0.99442,             0.74597,            0.017251,            0.011588,          0.00035343,            0.007921,            0.007921,            0.007921
                 128,            0.032768,            0.015629,           0.0014515,               0.992,             0.98042,             0.99403,             0.80469,            0.014207,            0.010539,          0.00033665,           0.0079045,           0.0079045,           0.0079045
                 129,             0.03089,            0.015975,           0.0010992,             0.99313,             0.98075,             0.99438,             0.73962,            0.017367,            0.011576,          0.00031948,            0.007888,            0.007888,            0.007888
                 130,            0.030244,             0.01626,           0.0012556,             0.98951,              0.9791,             0.99349,             0.79611,             0.01442,            0.010506,          0.00039082,           0.0078715,           0.0078715,           0.0078715
                 131,            0.028791,             0.01549,           0.0010823,             0.99629,             0.97607,              0.9942,             0.79819,            0.014486,            0.010413,           0.0003108,            0.007855,            0.007855,            0.007855
                 132,            0.030162,            0.016084,           0.0009357,              0.9886,             0.98544,             0.99469,             0.73009,            0.017443,            0.011579,          0.00033951,           0.0078385,           0.0078385,           0.0078385
                 133,            0.030885,            0.015206,           0.0013644,             0.99173,             0.97863,             0.99313,             0.79364,             0.01453,            0.010515,          0.00039711,            0.007822,            0.007822,            0.007822
                 134,            0.029918,            0.015546,           0.0010388,             0.98931,             0.98007,             0.99372,             0.80491,            0.014012,            0.010258,          0.00033541,           0.0078055,           0.0078055,           0.0078055
                 135,            0.029334,            0.015727,           0.0011806,             0.99013,             0.97724,             0.99307,             0.80946,            0.013986,            0.010153,          0.00032716,            0.007789,            0.007789,            0.007789
                 136,            0.029392,            0.015083,           0.0011008,             0.99542,             0.97396,             0.99103,             0.79764,            0.015139,            0.010573,           0.0003355,           0.0077725,           0.0077725,           0.0077725
                 137,            0.030592,             0.01551,           0.0012738,             0.99218,             0.97965,             0.99392,             0.79084,            0.014438,            0.010466,          0.00032377,            0.007756,            0.007756,            0.007756
                 138,            0.032223,            0.015458,           0.0015761,             0.98899,             0.98283,             0.99317,             0.78786,            0.014852,            0.010501,          0.00039825,           0.0077395,           0.0077395,           0.0077395
                 139,            0.029105,            0.015089,           0.0014979,             0.99414,             0.97851,             0.99384,             0.80206,            0.014751,            0.010543,          0.00032101,            0.007723,            0.007723,            0.007723
                 140,            0.029234,            0.015408,           0.0013102,             0.98878,             0.99253,             0.99489,             0.66884,            0.020706,            0.012346,          0.00031643,           0.0077065,           0.0077065,           0.0077065
                 141,            0.031189,            0.015588,           0.0011535,             0.99182,             0.97994,             0.99415,             0.58418,            0.023002,            0.013193,          0.00044527,             0.00769,             0.00769,             0.00769
                 142,            0.028567,            0.015553,           0.0014082,             0.99425,             0.97258,             0.99273,             0.79363,            0.014883,            0.010806,           0.0005415,           0.0076735,           0.0076735,           0.0076735
                 143,            0.030042,            0.015419,           0.0013702,             0.99354,             0.97645,             0.99417,             0.79792,            0.014452,            0.010505,          0.00031729,            0.007657,            0.007657,            0.007657
                 144,            0.027643,            0.014919,           0.0010314,             0.98945,             0.98211,             0.99423,             0.78864,            0.015173,            0.010578,          0.00043106,           0.0076405,           0.0076405,           0.0076405
                 145,            0.030451,            0.015531,           0.0010875,             0.99859,             0.97959,             0.99454,             0.81612,            0.013813,            0.010132,          0.00028124,            0.007624,            0.007624,            0.007624
                 146,            0.030586,            0.015425,           0.0010951,             0.99753,             0.97068,              0.9904,             0.80648,            0.014534,            0.010341,          0.00032959,           0.0076075,           0.0076075,           0.0076075
                 147,            0.030068,            0.015582,           0.0013283,             0.99561,             0.97735,             0.99376,             0.78734,            0.016927,             0.01097,          0.00030055,            0.007591,            0.007591,            0.007591
                 148,            0.031037,            0.015791,           0.0009261,             0.97487,             0.97141,              0.9908,             0.76269,            0.016068,            0.012421,          0.00045929,           0.0075745,           0.0075745,           0.0075745
                 149,            0.030839,            0.015532,           0.0020073,             0.85329,             0.69862,             0.79361,              0.5603,            0.028477,            0.033966,           0.0031471,            0.007558,            0.007558,            0.007558
                 150,            0.030975,            0.016349,           0.0012127,             0.94271,             0.90738,             0.96362,             0.72037,            0.020565,            0.018649,           0.0008111,           0.0075415,           0.0075415,           0.0075415
                 151,             0.02986,            0.015599,           0.0012959,             0.98629,             0.97758,             0.99233,             0.77313,            0.015892,            0.011866,          0.00045433,            0.007525,            0.007525,            0.007525
                 152,            0.030293,            0.014832,           0.0014597,             0.99786,             0.97794,             0.99472,             0.79661,            0.015145,            0.010569,          0.00035248,           0.0075085,           0.0075085,           0.0075085
                 153,            0.029751,            0.015319,             0.00104,              0.9971,             0.98269,             0.99395,             0.76185,            0.015984,            0.010774,          0.00031924,            0.007492,            0.007492,            0.007492
                 154,            0.030801,            0.015277,           0.0018579,             0.98998,             0.97126,             0.99129,             0.79832,             0.01429,            0.010331,          0.00045929,           0.0074755,           0.0074755,           0.0074755
                 155,            0.031413,            0.015737,           0.0012733,             0.98972,             0.97781,             0.99243,             0.79334,            0.014576,            0.010522,          0.00031834,            0.007459,            0.007459,            0.007459
                 156,            0.031609,            0.015142,           0.0011075,             0.99731,             0.98881,              0.9945,             0.79509,            0.014873,            0.010494,          0.00028067,           0.0074425,           0.0074425,           0.0074425
                 157,            0.030167,            0.015355,           0.0011926,             0.99127,             0.98372,             0.99452,             0.81438,            0.013913,            0.010178,          0.00029483,            0.007426,            0.007426,            0.007426
                 158,            0.030551,              0.0153,           0.0013085,             0.99224,             0.97873,             0.99428,              0.7885,            0.015316,            0.010808,          0.00030203,           0.0074095,           0.0074095,           0.0074095
                 159,            0.029087,            0.014878,           0.0011408,             0.99283,             0.98297,             0.99448,             0.70633,            0.018592,            0.011699,          0.00030251,            0.007393,            0.007393,            0.007393
                 160,            0.029032,            0.014952,           0.0012141,             0.99577,             0.97456,             0.99363,             0.80596,            0.014076,            0.010102,          0.00029354,           0.0073765,           0.0073765,           0.0073765
                 161,            0.030575,            0.015487,           0.0011969,             0.99007,             0.96861,             0.99042,             0.77864,            0.015926,            0.011252,          0.00023313,             0.00736,             0.00736,             0.00736
